State code,County code,centroid_lat,centroid_lon,2024 planted area (acres),weight
05,001,34.28955973881879,-91.37435719354583,1640.33,2.6473444895507227e-05
05,001,34.28955973881879,-91.37435719354583,0.0,0.0
05,003,33.19154315168962,-91.76827234272285,1079.87,1.7428126620443073e-05
05,003,33.19154315168962,-91.76827234272285,0.0,0.0
05,007,36.338859920353116,-94.2560635720328,512.25,8.267252411236505e-06
05,007,36.338859920353116,-94.2560635720328,0.0,0.0
05,017,33.267350878187436,-91.29323846334108,2176.78,3.5131263452867547e-05
05,017,33.267350878187436,-91.29323846334108,0.0,0.0
05,019,34.05135975575465,-93.17653261823365,556.91,8.98802448090136e-06
05,019,34.05135975575465,-93.17653261823365,0.0,0.0
05,021,36.36850512006201,-90.41711035914577,1506.36,2.431129007748213e-05
05,021,36.36850512006201,-90.41711035914577,0.0,0.0
05,029,35.26272913640246,-92.70075412464472,1620.31,2.615034017462298e-05
05,029,35.26272913640246,-92.70075412464472,0.0,0.0
05,031,35.83110923596402,-90.63277068121683,1274.89,2.05755733070987e-05
05,031,35.83110923596402,-90.63277068121683,0.0,0.0
05,033,35.588640250253746,-94.24244080395982,2076.8,3.351767654007999e-05
05,033,35.588640250253746,-94.24244080395982,0.0,0.0
05,035,35.205875466624605,-90.30825649566471,8864.09,0.00014305840785928237
05,035,35.205875466624605,-90.30825649566471,0.0,0.0
05,037,35.29590739056933,-90.77150623948776,1489.36,2.4036925429378625e-05
05,037,35.29590739056933,-90.77150623948776,0.0,0.0
05,041,33.83141767468063,-91.25507711666992,1834.13,2.9601201883887188e-05
05,041,33.83141767468063,-91.25507711666992,0.0,0.0
05,043,33.589834142323014,-91.71947776651083,585.86,9.455251337524684e-06
05,043,33.589834142323014,-91.71947776651083,0.0,0.0
05,045,35.1475177436159,-92.33171340670073,286.91,4.630468305139807e-06
05,045,35.1475177436159,-92.33171340670073,0.0,0.0
05,047,35.512663425567354,-93.89062782095708,192.45,3.1059692075011528e-06
05,047,35.512663425567354,-93.89062782095708,0.0,0.0
05,055,36.11798637398732,-90.55884838360872,2489.59,4.017973436894152e-05
05,055,36.11798637398732,-90.55884838360872,0.0,0.0
05,063,35.741883405392755,-91.56982673030164,1189.39,1.919568051810754e-05
05,063,35.741883405392755,-91.56982673030164,0.0,0.0
05,067,35.59956913987551,-91.21426482709626,4613.25,7.445368899197034e-05
05,067,35.59956913987551,-91.21426482709626,0.0,0.0
05,069,34.26874411886146,-91.93099664118974,3055.64,4.9315270195940876e-05
05,069,34.26874411886146,-91.93099664118974,0.0,0.0
05,071,35.57018117363485,-93.45995628453495,141.6,2.2852961277327267e-06
05,071,35.57018117363485,-93.45995628453495,0.0,0.0
05,073,33.2418113184055,-93.60713933622493,608.21,9.815960154296058e-06
05,073,33.2418113184055,-93.60713933622493,0.0,0.0
05,075,36.041394761382726,-91.10779535056486,1356.66,2.189526726447656e-05
05,075,36.041394761382726,-91.10779535056486,0.0,0.0
05,077,34.780624389509704,-90.78100338752449,4716.48,7.61197279698365e-05
05,077,34.780624389509704,-90.78100338752449,0.0,0.0
05,079,33.957340113327234,-91.73437978091005,424.3,6.847818834724547e-06
05,079,33.957340113327234,-91.73437978091005,0.0,0.0
05,081,33.70218567838954,-94.23444548878696,456.58,7.3687888841822616e-06
05,081,33.70218567838954,-94.23444548878696,0.0,0.0
05,083,35.215137579131536,-93.71647012579835,2298.67,3.709845797976968e-05
05,083,35.215137579131536,-93.71647012579835,0.0,0.0
05,085,34.75487590301794,-91.88893187375187,2087.23,3.3686007321239964e-05
05,085,34.75487590301794,-91.88893187375187,0.0,0.0
05,091,33.31263375922096,-93.89206747555691,463.56,7.481439780874172e-06
05,091,33.31263375922096,-93.89206747555691,0.0,0.0
05,093,35.76291672685999,-90.0521443786265,9664.9,0.00015598275808562166
05,093,35.76291672685999,-90.0521443786265,0.0,0.0
05,095,34.67815802742145,-91.20398135076428,2743.19,4.4272609354767924e-05
05,095,34.67815802742145,-91.20398135076428,0.0,0.0
05,107,34.42815373493418,-90.84858789169769,24800.12,0.0004002515409838061
05,107,34.42815373493418,-90.84858789169769,0.0,0.0
05,111,35.574412955840025,-90.66285184635109,2525.84,4.0764776633279874e-05
05,111,35.574412955840025,-90.66285184635109,0.0,0.0
05,115,35.448127414072346,-93.03434545562352,1237.99,1.998004062974462e-05
05,115,35.448127414072346,-93.03434545562352,0.0,0.0
05,117,34.83009426740118,-91.55267256416039,476.35,7.687858830829691e-06
05,117,34.83009426740118,-91.55267256416039,0.0,0.0
05,121,36.34161839784563,-91.0276114658914,26.2,4.2284434001834346e-07
05,121,36.34161839784563,-91.0276114658914,0.0,0.0
05,123,35.0218272759197,-90.74823937361111,4702.7,7.58973312139032e-05
05,123,35.0218272759197,-90.74823937361111,0.0,0.0
05,145,35.25648467918919,-91.74552182799198,1601.09,2.5840146731296547e-05
05,145,35.25648467918919,-91.74552182799198,0.0,0.0
05,147,35.186449624803636,-91.24311663011773,2711.2,4.3756319643424914e-05
05,147,35.186449624803636,-91.24311663011773,9.13,1.4734995512852963e-07
05,147,35.186449624803636,-91.24311663011773,0.0,0.0
05,147,35.186449624803636,-91.24311663011773,2720.33,4.3903669598553447e-05
06,005,38.446462706159004,-120.6512952303296,0.0,0.0
06,005,38.446462706159004,-120.6512952303296,458.99,7.4076841078251705e-06
06,007,39.66762130691004,-121.60073875049778,0.0,0.0
06,007,39.66762130691004,-121.60073875049778,698.15,1.1267510533733072e-05
06,011,39.17759356355383,-122.23657361510588,0.0,0.0
06,011,39.17759356355383,-122.23657361510588,5745.16,9.272169421754908e-05
06,013,37.91943172988174,-121.92811769875365,0.0,0.0
06,013,37.91943172988174,-121.92811769875365,1860.56,3.00277582162034e-05
06,019,36.76047577352649,-119.64737192452,0.0,0.0
06,019,36.76047577352649,-119.64737192452,8686.49,0.0001401921042414481
06,019,36.76047577352649,-119.64737192452,158.0,2.5499773176678727e-06
06,019,36.76047577352649,-119.64737192452,975.0799999999999,1.5736910651339174e-05
06,019,36.76047577352649,-119.64737192452,9819.57,0.00015847899221045514
06,021,39.59823676972013,-122.3921497075282,0.0,0.0
06,021,39.59823676972013,-122.3921497075282,3102.14,5.00657382039887e-05
06,025,33.040160509873104,-115.36571391813946,0.0,0.0
06,025,33.040160509873104,-115.36571391813946,13485.48,0.00021764346910040346
06,029,35.34417828460427,-118.73087377152928,0.0,0.0
06,029,35.34417828460427,-118.73087377152928,2361.08,3.8105699020248486e-05
06,029,35.34417828460427,-118.73087377152928,527.86,8.519183714583313e-06
06,029,35.34417828460427,-118.73087377152928,1280.12,2.0659980784132895e-05
06,029,35.34417828460427,-118.73087377152928,4169.059999999999,6.728486351896467e-05
06,031,36.07591503464758,-119.81503329315781,0.0,0.0
06,031,36.07591503464758,-119.81503329315781,3701.87,5.9744838816171954e-05
06,031,36.07591503464758,-119.81503329315781,730.72,1.1793160921305495e-05
06,031,36.07591503464758,-119.81503329315781,152.07,2.4542724727705912e-06
06,031,36.07591503464758,-119.81503329315781,4584.66,7.399227221024804e-05
06,035,40.675681729312736,-120.59525972070085,0.0,0.0
06,035,40.675681729312736,-120.59525972070085,39.0,6.294247809433357e-07
06,047,37.19264793413026,-120.7172614881391,0.0,0.0
06,047,37.19264793413026,-120.7172614881391,1579.58,2.5492994755960878e-05
06,049,41.59096586210398,-120.72512555975389,0.0,0.0
06,049,41.59096586210398,-120.72512555975389,1393.8,2.249467332509798e-05
06,049,41.59096586210398,-120.72512555975389,1782.38,2.8766003616866225e-05
06,049,41.59096586210398,-120.72512555975389,1668.04,2.692065927191594e-05
06,049,41.59096586210398,-120.72512555975389,4844.22,7.818133621388014e-05
06,053,36.21846204551689,-121.23954920102952,0.0,0.0
06,053,36.21846204551689,-121.23954920102952,255.19,4.11853614997256e-06
06,061,39.06398657500681,-120.7171223519753,0.0,0.0
06,061,39.06398657500681,-120.7171223519753,107.0,1.726883373357357e-06
06,065,33.74381542438846,-115.99391193198223,0.0,0.0
